name,age,club,minor,pa,best,pos,field,bats,HR_mlb,HR,OBP,OPS+,bestP,HR_p,OBP_p,OPS+_p,OPS+_pF,Tpct,c,1b,2b,3b,ss,lf,cf,rf,dh,cP,1bP,2bP,3bP,ssP,lfP,cfP,rfP,dhP,toWAR,toWARP,c_tdWAR,1b_tdWAR,2b_tdWAR,3b_tdWAR,ss_tdWAR,lf_tdWAR,cf_tdWAR,rf_tdWAR,dh_tdWAR,in_list
Hunter Goodman,28,COL,0,291,1.64,dh,,R,29,34,0.321,112,2.37,34,0.335,117,-999,1.12,1.19,1.6,-2.95,-1.91,-6.13,-1.11,-0.13,-0.83,1.64,1.92,2.33,-2.22,-1.18,-5.4,-0.38,0.6,-0.1,2.37,1.64,2.37,-0.45,-0.04,-4.59,-3.55,-7.77,-2.75,-1.77,-2.47,0,
Lars Nootbaar,30,COL,0,331,2.96,lf,LF,L,20,20,0.381,112,2.96,20,0.381,112,112,1.12,-8.62,2.3,-0.82,-0.36,-4.84,2.96,1.82,1.72,1.91,-8.62,2.3,-0.82,-0.36,-4.84,2.96,1.82,1.72,1.91,1.91,1.91,-10.54,0.39,-2.73,-2.28,-6.76,1.05,-0.09,-0.2,0,
Enmanuel Valdez,29,SF,1,0,-0.23,1b,,L,21,17,0.32,99,0.69,22,0.332,106,-999,0.99,-10.84,-0.23,-1.37,-2.07,-6.02,-3.15,-2.17,-3.06,-0.3,-9.91,0.69,-0.45,-1.15,-5.09,-2.23,-1.24,-2.13,0.62,-0.3,0.62,-10.54,0.07,-1.07,-1.77,-5.72,-2.85,-1.87,-2.75,0,
Cole Carrigg,26,SF,0,379,2.54,rf,"3B, RF",S,19,17,0.326,102,2.54,17,0.326,102,102,1.03,-0.18,0.69,1.11,1.82,-1.04,1.59,1.75,2.54,0.11,-0.18,0.69,1.11,1.82,-1.04,1.59,1.75,2.54,0.11,0.11,0.11,-0.29,0.58,1.01,1.72,-1.14,1.48,1.64,2.44,0,
Kevin Parada,26,NYM,0,84,-0.02,lf,,R,8,17,0.299,94,0.38,17,0.31,97,-999,0.94,-0.77,-0.62,-2.02,-1.36,-5.91,-0.02,-1.84,-2.24,-0.9,-0.37,-0.22,-1.62,-0.96,-5.51,0.38,-1.43,-1.83,-0.5,-0.9,-0.5,0.13,0.28,-1.11,-0.46,-5.01,0.88,-0.93,-1.33,0,
Torin Montgomery,27,MIA,1,0,0.1,1b,,R,,17,0.32,98,1.26,17,0.343,106,-999,0.98,-10.78,0.1,-4.08,-2.96,-7.4,-4.15,-1.66,-3.72,-0.25,-9.63,1.26,-2.93,-1.81,-6.24,-3.0,-0.51,-2.57,0.91,-0.25,0.91,-10.54,0.35,-3.84,-2.72,-7.15,-3.91,-1.42,-3.48,0,
Yohandy Morales,26,WSH,1,0,0.15,1b,,R,,12,0.321,97,0.15,12,0.321,97,-999,0.97,-10.88,0.15,-1.19,0.08,-4.56,-3.23,-2.21,-2.95,-0.48,-10.88,0.15,-1.19,0.08,-4.56,-3.23,-2.21,-2.95,-0.48,-0.48,-0.48,-10.4,0.63,-0.71,0.56,-4.08,-2.75,-1.73,-2.47,0,
Dane Myers,32,HOU,0,271,1.55,lf,RF,R,16,14,0.339,102,1.55,14,0.339,102,102,1.02,-10.26,0.56,-1.09,-0.8,-6.0,1.55,1.08,1.44,0.28,-10.26,0.56,-1.09,-0.8,-6.0,1.55,1.08,1.44,0.28,0.28,0.28,-10.54,0.27,-1.37,-1.08,-6.28,1.27,0.8,1.16,0,
Jonah Bride,32,KC,0,143,1.64,3b,,R,13,12,0.382,106,1.64,12,0.382,106,-999,1.06,0.49,1.37,0.8,1.64,-2.21,-1.7,-0.72,-1.51,1.1,0.49,1.37,0.8,1.64,-2.21,-1.7,-0.72,-1.51,1.1,1.1,1.1,-0.61,0.27,-0.3,0.54,-3.31,-2.8,-1.82,-2.61,0,
Triston Casas,28,BOS,0,412,4.28,1b,,L,31,31,0.405,126,5.77,36,0.428,136,-999,1.26,-6.69,4.28,1.3,3.26,-1.97,-0.24,2.48,0.39,3.85,-5.2,5.77,2.78,4.74,-0.48,1.25,3.96,1.87,5.33,3.85,5.33,-10.54,0.43,-2.55,-0.59,-5.82,-4.09,-1.37,-3.46,0,
Junior Tilien,25,DET,1,0,0.12,lf,,R,,10,0.318,96,0.33,12,0.32,98,-999,0.96,-11.26,-0.14,-0.22,-0.69,-3.0,0.12,-1.74,-2.19,-0.72,-11.04,0.08,-0.01,-0.48,-2.78,0.33,-1.53,-1.98,-0.5,-0.72,-0.5,-10.54,0.58,0.5,0.03,-2.28,0.84,-1.02,-1.47,0,
Yiddi Cappe,25,BOS,1,0,0.34,3b,"2B, 3B",R,,10,0.302,92,1.01,12,0.309,96,96,0.94,-11.8,-0.57,0.13,0.34,-1.47,-0.38,-2.24,-2.6,-1.27,-11.13,0.1,0.8,1.01,-0.8,0.29,-1.57,-1.93,-0.59,-1.27,-0.59,-10.54,0.69,1.4,1.6,-0.2,0.88,-0.97,-1.33,0,
Jake Gelof,26,TEX,1,0,-1.15,3b,3B,R,,13,0.271,82,0.6,17,0.305,94,94,0.83,-13.06,-2.19,-1.81,-1.15,-4.09,-1.72,-3.53,-3.84,-2.66,-11.31,-0.44,-0.07,0.6,-2.35,0.03,-1.79,-2.09,-0.91,-2.66,-0.91,-10.4,0.47,0.84,1.51,-1.44,0.94,-0.88,-1.18,0,
Buddy Kennedy,29,Free,0,0,0.96,1b,,R,8,11,0.368,105,0.96,11,0.368,105,-999,1.05,-4.77,0.96,-1.38,-1.23,-5.42,-3.15,-0.34,-2.33,0.84,-4.77,0.96,-1.38,-1.23,-5.42,-3.15,-0.34,-2.33,0.84,0.84,0.84,-5.61,0.12,-2.21,-2.07,-6.25,-3.98,-1.18,-3.17,0,
Colby Thomas,27,OAK,1,0,0.95,lf,LF,R,,23,0.306,100,1.07,23,0.304,100,100,1.0,-10.64,-0.12,-4.15,-3.46,-9.42,0.95,-0.19,-0.3,-0.1,-10.51,0.01,-4.02,-3.34,-9.3,1.07,-0.07,-0.17,0.02,-0.1,0.02,-10.54,-0.02,-4.04,-3.36,-9.32,1.05,-0.09,-0.2,0,
Christian Encarnacion-Strand,28,CIN,0,151,2.0,3b,,R,27,29,0.322,108,2.0,29,0.322,108,-999,1.08,-9.56,1.28,-0.13,2.0,-3.39,-2.73,-0.29,-1.93,0.97,-9.56,1.28,-0.13,2.0,-3.39,-2.73,-0.29,-1.93,0.97,0.97,0.97,-10.54,0.31,-1.1,1.02,-4.36,-3.71,-1.26,-2.9,0,
Marcus Lee Sang,27,Free,0,0,-0.44,lf,LF,L,,12,0.294,89,0.16,14,0.307,94,94,0.89,-12.03,-1.39,-5.42,-4.85,-10.2,-0.44,-1.58,-1.69,-1.49,-11.42,-0.78,-4.81,-4.24,-9.59,0.16,-0.98,-1.08,-0.88,-1.49,-0.88,-10.54,0.1,-3.93,-3.36,-8.71,1.05,-0.09,-0.2,0,
Kerry Carpenter,30,WSH,0,178,1.51,lf,,L,29,23,0.32,106,1.51,23,0.32,106,-999,1.06,-9.91,0.78,-4.08,-4.02,-7.75,1.51,-0.3,-0.7,0.63,-9.91,0.78,-4.08,-4.02,-7.75,1.51,-0.3,-0.7,0.63,0.63,0.63,-10.54,0.15,-4.71,-4.65,-8.38,0.88,-0.93,-1.33,0,
Jake Bennett,27,CHC,0,0,-9.14,1b,,L,,4,0.134,44,-8.56,4,0.145,47,-999,0.44,-20.14,-9.14,-13.25,-13.43,-17.19,-14.09,-11.27,-13.65,-9.61,-19.57,-8.56,-12.68,-12.85,-16.61,-13.51,-10.69,-13.08,-9.03,-9.61,-9.03,-10.54,0.47,-3.65,-3.82,-7.58,-4.48,-1.66,-4.05,0,
Gabriel Arias,28,ATL,0,296,3.04,3b,"2B, 3B, LF",R,14,17,0.317,99,3.65,17,0.334,105,105,0.99,-10.49,0.72,2.62,3.04,2.14,1.14,-0.04,-0.0,0.05,-9.89,1.33,3.23,3.65,2.74,1.75,0.57,0.6,0.65,0.05,0.65,-10.54,0.67,2.58,3.0,2.09,1.1,-0.09,-0.05,0,
Luis Garcia Jr.,28,HOU,0,263,2.04,3b,"3B, LF",L,18,17,0.334,106,2.04,17,0.334,106,106,1.06,-10.0,1.07,1.37,2.04,-0.9,1.53,0.35,0.19,0.53,-10.0,1.07,1.37,2.04,-0.9,1.53,0.35,0.19,0.53,0.53,0.53,-10.54,0.54,0.84,1.51,-1.44,1.0,-0.19,-0.34,0,
Jeisson Rosario,28,OAK,1,0,0.36,lf,LF,L,,9,0.328,94,1.31,11,0.343,101,101,0.94,-11.22,-0.57,-4.88,-3.85,-8.46,0.36,-0.73,-0.88,-0.68,-10.27,0.38,-3.93,-2.9,-7.51,1.31,0.21,0.07,0.26,-0.68,0.26,-10.54,0.11,-4.19,-3.16,-7.77,1.05,-0.05,-0.2,0,
Yunior Severino,28,MIN,1,0,0.25,1b,,S,46,22,0.315,100,2.72,28,0.357,116,-999,1.0,-10.57,0.25,-1.63,-1.87,-6.91,-3.94,-1.41,-3.51,-0.03,-8.1,2.72,0.84,0.6,-4.44,-1.47,1.06,-1.04,2.44,-0.03,2.44,-10.54,0.28,-1.6,-1.84,-6.88,-3.91,-1.37,-3.48,0,
Livan Soto,28,BAL,1,0,0.67,2b,,L,7,8,0.346,101,1.09,8,0.357,104,-999,1.01,-10.68,0.26,0.67,0.46,-2.49,-2.94,-1.91,-2.75,-0.14,-10.26,0.68,1.09,0.88,-2.06,-2.52,-1.49,-2.33,0.28,-0.14,0.28,-10.54,0.4,0.81,0.6,-2.35,-2.8,-1.77,-2.61,0,
Tirso Ornelas,28,SD,1,3,0.16,1b,,L,,13,0.335,100,0.66,17,0.336,103,-999,1.0,-10.68,0.16,-4.41,-3.72,-8.87,-2.95,-1.88,-2.76,-0.15,-10.18,0.66,-3.9,-3.22,-8.36,-2.44,-1.37,-2.25,0.36,-0.15,0.36,-10.54,0.3,-4.26,-3.58,-8.73,-2.8,-1.73,-2.61,0,
Ismael Mena,25,CHC,1,0,0.13,lf,RF,L,,12,0.305,93,0.13,12,0.305,93,93,0.95,-11.68,-0.89,-5.75,-5.41,-9.7,0.13,-0.34,0.01,-1.15,-11.68,-0.89,-5.75,-5.41,-9.7,0.13,-0.34,0.01,-1.15,-1.15,-1.15,-10.54,0.26,-4.6,-4.27,-8.56,1.27,0.8,1.16,0,
Tyler Soderstrom,26,OAK,0,287,-0.41,1b,,L,31,23,0.302,98,0.91,28,0.322,107,-999,0.98,-1.13,-0.41,-3.99,-3.73,-8.26,-4.53,-1.96,-4.01,-0.67,0.19,0.91,-2.67,-2.41,-6.94,-3.21,-0.64,-2.69,0.64,-0.67,0.64,-0.45,0.27,-3.32,-3.05,-7.58,-3.86,-1.28,-3.34,0,
Kyle Teel,26,CWS,0,302,4.05,c,,L,17,16,0.378,114,4.05,16,0.378,114,-999,1.14,4.05,2.14,0.03,0.62,-4.86,-1.85,0.68,-1.14,1.9,4.05,2.14,0.03,0.62,-4.86,-1.85,0.68,-1.14,1.9,1.9,1.9,2.14,0.23,-1.87,-1.29,-6.77,-3.76,-1.22,-3.05,0,
Dylan Carlson,29,BAL,0,259,1.13,lf,LF,S,14,12,0.339,101,1.34,13,0.34,103,103,1.01,-10.45,0.4,-3.36,-2.74,-7.37,1.13,0.04,-0.11,0.09,-10.25,0.6,-3.16,-2.54,-7.17,1.34,0.24,0.09,0.29,0.09,0.29,-10.54,0.31,-3.45,-2.83,-7.46,1.05,-0.05,-0.2,0,
Brandon Marsh,30,HOU,0,285,1.04,lf,RF,L,16,17,0.319,98,1.04,17,0.319,98,98,0.98,-10.76,0.04,-4.51,-3.78,-7.81,1.04,0.62,0.93,-0.23,-10.76,0.04,-4.51,-3.78,-7.81,1.04,0.62,0.93,-0.23,-0.23,-0.23,-10.54,0.27,-4.28,-3.55,-7.59,1.27,0.85,1.16,0,
Alex Call,33,CWS,0,79,0.68,lf,LF,R,17,16,0.328,99,0.68,16,0.328,99,99,0.99,-10.95,-0.33,-4.31,-3.68,-7.87,0.68,-0.5,-0.46,-0.41,-10.95,-0.33,-4.31,-3.68,-7.87,0.68,-0.5,-0.46,-0.41,-0.41,-0.41,-10.54,0.09,-3.9,-3.27,-7.46,1.1,-0.09,-0.05,0,
Austin Hays,33,DET,0,325,1.03,1b,,R,19,17,0.329,104,1.03,17,0.329,104,-999,1.04,-9.63,1.03,-2.23,-1.92,-6.36,-3.05,-0.56,-2.71,0.91,-9.63,1.03,-2.23,-1.92,-6.36,-3.05,-0.56,-2.71,0.91,0.91,0.91,-10.54,0.12,-3.14,-2.83,-7.27,-3.96,-1.47,-3.62,0,
Joey Ortiz,29,MIL,0,342,4.0,2b,SS,R,13,13,0.331,102,4.12,13,0.33,102,102,1.13,-9.74,1.38,4.0,3.07,3.63,1.58,-0.19,-0.82,0.8,-9.62,1.5,4.12,3.18,3.74,1.7,-0.07,-0.7,0.91,0.8,0.91,-10.54,0.59,3.21,2.27,2.83,0.79,-0.99,-1.61,0,
Charles Leblanc,32,STL,1,0,0.57,1b,,R,13,13,0.345,99,0.57,13,0.345,99,-999,0.99,-10.4,0.57,-1.8,-2.48,-6.22,-3.99,-1.23,-3.46,0.14,-10.4,0.57,-1.8,-2.48,-6.22,-3.99,-1.23,-3.46,0.14,0.14,0.14,-10.54,0.43,-1.94,-2.62,-6.36,-4.13,-1.37,-3.6,0,
Abraham Toro,31,BOS,1,0,0.21,1b,,S,17,12,0.325,100,0.21,12,0.325,100,-999,1.0,-5.68,0.21,-2.11,-1.93,-6.03,-4.15,-1.39,-3.53,-0.07,-5.68,0.21,-2.11,-1.93,-6.03,-4.15,-1.39,-3.53,-0.07,-0.07,-0.07,-5.61,0.28,-2.04,-1.86,-5.96,-4.09,-1.32,-3.46,0,
Nick Gonzales,29,PIT,0,339,1.32,2b,,R,9,14,0.318,99,2.35,14,0.345,107,-999,0.99,-10.05,0.84,1.32,0.52,-1.59,-2.36,-1.33,-2.26,0.49,-9.02,1.86,2.35,1.54,-0.56,-1.33,-0.31,-1.23,1.52,0.49,1.52,-10.54,0.35,0.83,0.03,-2.08,-2.85,-1.82,-2.75,0,
Pavin Smith,32,Free,0,0,0.9,lf,,L,17,16,0.334,101,0.9,16,0.334,101,-999,1.01,-10.48,0.49,-1.75,-2.26,-6.37,0.9,-0.92,-1.41,0.06,-10.48,0.49,-1.75,-2.26,-6.37,0.9,-0.92,-1.41,0.06,0.06,0.06,-10.54,0.43,-1.81,-2.32,-6.43,0.84,-0.98,-1.47,0,
Patrick Romeri,27,NYY,1,0,-1.25,lf,LF,R,,14,0.285,87,0.15,23,0.304,98,98,0.87,-12.74,-1.98,-6.73,-5.2,-9.67,-1.25,-2.35,-2.68,-2.2,-11.34,-0.58,-5.33,-3.8,-8.26,0.15,-0.95,-1.28,-0.8,-2.2,-0.8,-10.54,0.22,-4.53,-3.0,-7.47,0.95,-0.15,-0.48,0,
Sal Frelick,28,MIL,0,239,2.26,lf,RF,L,3,8,0.369,110,2.39,8,0.367,109,109,1.1,-9.49,1.23,-0.3,-0.17,-4.56,2.26,1.84,2.06,1.04,-9.37,1.36,-0.17,-0.05,-4.44,2.39,1.96,2.18,1.17,1.04,1.17,-10.54,0.19,-1.34,-1.22,-5.61,1.22,0.79,1.01,0,
Jacob Young,28,WSH,0,302,2.16,rf,CF,R,2,4,0.342,99,2.53,8,0.345,102,102,1.1,-10.99,-0.21,-1.78,-2.43,-7.05,1.09,1.97,2.16,-0.45,-10.62,0.16,-1.41,-2.06,-6.68,1.46,2.34,2.53,-0.08,-0.45,-0.08,-10.54,0.25,-1.33,-1.97,-6.6,1.54,2.43,2.61,0,
Andres Gimenez,29,CLE,0,312,1.95,2b,2B,L,14,12,0.323,100,1.95,12,0.323,100,100,1.0,-10.94,0.11,1.95,1.04,0.08,0.43,-1.34,-1.88,-0.41,-10.94,0.11,1.95,1.04,0.08,0.43,-1.34,-1.88,-0.41,-0.41,-0.41,-10.54,0.52,2.36,1.45,0.48,0.84,-0.94,-1.47,0,
Jack Suwinski,29,PIT,0,246,1.62,lf,RF,L,27,22,0.327,102,3.3,33,0.348,115,115,1.02,-10.08,0.68,-3.29,-2.27,-7.32,1.62,1.2,1.33,0.46,-8.41,2.35,-1.62,-0.6,-5.64,3.3,2.87,3.0,2.13,0.46,2.13,-10.54,0.22,-3.75,-2.72,-7.77,1.17,0.75,0.87,0,
Nick Dean,27,CHC,1,0,-9.28,1b,,R,,4,0.134,44,-7.89,4,0.152,50,-999,0.44,-20.14,-9.28,-12.47,-10.76,-17.09,-13.94,-11.18,-13.42,-9.61,-18.76,-7.89,-11.09,-9.37,-15.7,-12.56,-9.8,-12.03,-8.22,-9.61,-8.22,-10.54,0.33,-2.87,-1.15,-7.48,-4.33,-1.57,-3.81,0,
Brett Wisely,29,SF,0,32,1.05,lf,,L,6,12,0.336,101,1.25,13,0.338,103,-999,1.01,-10.19,0.42,-0.14,-0.59,-4.42,1.05,-0.77,-1.26,0.21,-9.99,0.62,0.07,-0.38,-4.21,1.25,-0.57,-1.06,0.41,0.21,0.41,-10.4,0.21,-0.35,-0.8,-4.63,0.84,-0.98,-1.47,0,
Wenceel Perez,28,COL,1,0,0.92,lf,LF,S,15,12,0.328,99,1.9,12,0.353,106,106,0.99,-10.66,0.11,-0.91,-0.58,-4.93,0.92,-0.17,-0.32,-0.12,-9.68,1.09,0.07,0.4,-3.96,1.9,0.8,0.66,0.85,-0.12,0.85,-10.54,0.23,-0.78,-0.46,-4.81,1.05,-0.05,-0.2,0,
Alex Bregman,34,CHC,0,352,1.39,1b,,R,24,17,0.35,108,1.39,17,0.35,108,-999,1.08,-9.58,1.39,0.71,0.57,-2.69,-1.84,-0.81,-1.65,0.96,-9.58,1.39,0.71,0.57,-2.69,-1.84,-0.81,-1.65,0.96,0.96,0.96,-10.54,0.43,-0.25,-0.39,-3.65,-2.8,-1.77,-2.61,0,
Kyle Funkhouser,34,CHC,1,0,-9.42,1b,,R,,4,0.134,44,-9.42,4,0.134,44,-999,0.44,-20.14,-9.42,-14.27,-13.41,-18.49,-14.18,-11.44,-13.76,-9.61,-20.14,-9.42,-14.27,-13.41,-18.49,-14.18,-11.44,-13.76,-9.61,-9.61,-9.61,-10.54,0.18,-4.66,-3.8,-8.88,-4.57,-1.83,-4.15,0,
Ian Happ,33,Free,0,4,1.23,1b,,S,24,16,0.362,104,1.23,16,0.362,104,-999,1.04,-9.54,1.23,-0.95,-1.63,-5.37,-3.09,-0.33,-2.47,0.99,-9.54,1.23,-0.95,-1.63,-5.37,-3.09,-0.33,-2.47,0.99,0.99,0.99,-10.54,0.24,-1.94,-2.62,-6.36,-4.09,-1.32,-3.46,0,
Dansby Swanson,34,HOU,0,341,0.8,1b,,R,20,17,0.336,103,0.8,17,0.336,103,-999,1.03,-10.04,0.8,-0.12,-0.79,-3.89,-2.44,-1.41,-2.25,0.36,-10.04,0.8,-0.12,-0.79,-3.89,-2.44,-1.41,-2.25,0.36,0.36,0.36,-10.4,0.43,-0.48,-1.15,-4.25,-2.8,-1.77,-2.61,0,
Ty France,33,BAL,0,115,0.4,1b,,R,18,17,0.336,105,0.4,17,0.336,105,-999,1.05,-10.24,0.4,-3.18,-3.75,-7.39,-3.79,-1.03,-3.17,0.29,-10.24,0.4,-3.18,-3.75,-7.39,-3.79,-1.03,-3.17,0.29,0.29,0.29,-10.54,0.11,-3.48,-4.04,-7.68,-4.09,-1.32,-3.46,0,
Matt Wallner,30,MIN,0,133,0.93,1b,,L,26,22,0.323,101,0.93,22,0.323,101,-999,1.01,-9.96,0.93,-2.89,-0.12,-5.45,-1.97,-0.95,-1.33,0.58,-9.96,0.93,-2.89,-0.12,-5.45,-1.97,-0.95,-1.33,0.58,0.58,0.58,-10.54,0.35,-3.47,-0.7,-6.03,-2.55,-1.53,-1.91,0,
Ivan Herrera,28,STL,0,101,1.09,c,,R,9,13,0.349,102,1.09,13,0.349,102,-999,1.02,1.09,0.21,-4.04,-3.5,-7.86,-3.92,-1.2,-3.38,0.22,1.09,0.21,-4.04,-3.5,-7.86,-3.92,-1.2,-3.38,0.22,0.22,0.22,0.88,-0.01,-4.25,-3.71,-8.08,-4.13,-1.42,-3.6,0,
Geraldo Perdomo,28,AZ,0,319,2.97,2b,"2B, 3B, LF",S,5,9,0.366,103,2.97,9,0.366,103,103,1.03,-9.92,1.32,2.97,2.86,2.11,1.62,0.43,0.28,0.62,-9.92,1.32,2.97,2.86,2.11,1.62,0.43,0.28,0.62,0.62,0.62,-10.54,0.7,2.35,2.24,1.49,1.0,-0.19,-0.34,0,
Nathan Lukes,33,COL,1,0,0.45,1b,,L,7,10,0.349,104,0.45,10,0.349,104,-999,1.04,-10.29,0.45,-1.64,-2.49,-7.15,-3.67,-1.13,-3.23,0.24,-10.29,0.45,-1.64,-2.49,-7.15,-3.67,-1.13,-3.23,0.24,0.24,0.24,-10.54,0.2,-1.88,-2.73,-7.39,-3.91,-1.37,-3.48,0,
Oswald Peraza,28,NYY,0,332,2.3,3b,"2B, 3B",R,21,23,0.335,107,2.73,23,0.341,109,109,1.07,-10.06,1.02,2.05,2.3,0.58,1.26,-0.56,-1.14,0.47,-9.63,1.46,2.48,2.73,1.02,1.69,-0.12,-0.71,0.91,0.47,0.91,-10.54,0.55,1.58,1.82,0.11,0.79,-1.03,-1.61,0,
Jose Devers,28,STL,1,0,1.16,2b,3B,L,,8,0.332,99,1.83,8,0.35,104,104,0.99,-10.85,0.2,1.16,1.07,-1.24,-3.06,-2.04,-2.78,-0.31,-10.18,0.86,1.83,1.74,-0.58,-2.4,-1.37,-2.12,0.35,-0.31,0.35,-10.54,0.51,1.48,1.39,-0.93,-2.75,-1.73,-2.47,0,
Maikel Garcia,28,KC,0,365,2.16,2b,2B,R,5,8,0.353,104,2.16,8,0.353,104,104,1.04,-10.31,0.81,2.16,1.88,1.19,1.01,-0.8,-1.39,0.23,-10.31,0.81,2.16,1.88,1.19,1.01,-0.8,-1.39,0.23,0.23,0.23,-10.54,0.58,1.94,1.65,0.96,0.79,-1.03,-1.61,0,
Kyle Isbel,31,KC,0,272,1.13,rf,RF,L,13,12,0.303,93,1.13,12,0.303,93,93,0.93,-11.56,-1.06,-5.73,-5.67,-9.41,0.36,0.61,1.13,-1.02,-11.56,-1.06,-5.73,-5.67,-9.41,0.36,0.61,1.13,-1.02,-1.02,-1.02,-10.54,-0.04,-4.71,-4.65,-8.38,1.38,1.63,2.15,0,
Jordan Diaz,27,NYY,0,138,0.43,1b,,R,16,17,0.335,105,0.43,17,0.335,105,-999,1.05,-10.27,0.43,-0.78,0.4,-4.41,-3.59,-1.05,-3.07,0.27,-10.27,0.43,-0.78,0.4,-4.41,-3.59,-1.05,-3.07,0.27,0.27,0.27,-10.54,0.16,-1.05,0.13,-4.68,-3.86,-1.32,-3.34,0,
Jorge Caballero,28,Free,0,0,-0.92,lf,,R,,8,0.304,89,0.69,10,0.342,100,-999,0.89,-12.29,-1.74,-7.21,-6.41,-10.28,-0.92,-2.73,-3.22,-1.75,-10.68,-0.13,-5.61,-4.8,-8.67,0.69,-1.13,-1.62,-0.14,-1.75,-0.14,-10.54,0.01,-5.46,-4.66,-8.53,0.84,-0.98,-1.47,0,
Michael Busch,30,SF,0,257,1.65,1b,,L,22,22,0.347,107,1.65,22,0.347,107,-999,1.07,-9.26,1.65,-0.11,-1.24,-5.62,-1.57,-0.59,-1.47,1.28,-9.26,1.65,-0.11,-1.24,-5.62,-1.57,-0.59,-1.47,1.28,1.28,1.28,-10.54,0.37,-1.38,-2.52,-6.9,-2.85,-1.87,-2.75,0,
Jose Peroza,28,HOU,1,0,-1.59,1b,,R,,14,0.281,87,1.27,22,0.332,106,-999,0.87,-12.49,-1.59,-3.52,-2.03,-7.14,-4.65,-3.71,-4.27,-1.95,-9.62,1.27,-0.65,0.84,-4.27,-1.78,-0.84,-1.4,0.92,-1.95,0.92,-10.54,0.36,-1.57,-0.08,-5.18,-2.7,-1.76,-2.32,0,
Calvin Mitchell,29,DET,1,0,0.56,lf,,L,17,14,0.322,99,1.25,17,0.334,104,-999,0.99,-10.81,-0.17,-4.04,-3.77,-7.86,0.56,-1.26,-1.75,-0.28,-10.12,0.53,-3.35,-3.07,-7.17,1.25,-0.56,-1.06,0.42,-0.28,0.42,-10.54,0.11,-3.77,-3.49,-7.58,0.84,-0.98,-1.47,0,
Drew Waters,29,Free,0,0,0.64,lf,LF,S,15,13,0.315,95,0.78,13,0.313,95,95,0.95,-11.04,-0.34,-4.58,-3.99,-8.27,0.64,-0.45,-0.41,-0.5,-10.91,-0.21,-4.45,-3.86,-8.14,0.78,-0.32,-0.28,-0.37,-0.5,-0.37,-10.54,0.16,-4.08,-3.49,-7.77,1.15,0.05,0.09,0,
Cody Freeman,27,TEX,1,0,0.66,lf,LF,R,,14,0.318,99,2.08,17,0.347,108,108,0.99,-1.84,-0.19,-0.87,-0.59,-4.27,0.66,-0.53,-0.68,-0.34,-0.42,1.24,0.56,0.83,-2.84,2.08,0.9,0.75,1.09,-0.34,1.09,-1.51,0.15,-0.53,-0.25,-3.93,1.0,-0.19,-0.34,0,
Brandon Lowe,34,LAA,0,220,0.97,1b,,L,30,22,0.339,105,0.97,22,0.339,105,-999,1.05,-9.8,0.97,0.16,-0.83,-4.49,-3.17,-0.6,-2.74,0.73,-9.8,0.97,0.16,-0.83,-4.49,-3.17,-0.6,-2.74,0.73,0.73,0.73,-10.54,0.23,-0.57,-1.56,-5.23,-3.91,-1.33,-3.48,0,
Jace Bohrofen,26,TOR,0,317,0.49,lf,RF,L,25,17,0.303,94,0.49,17,0.303,94,94,0.95,-11.32,-0.63,-5.31,-4.97,-9.64,0.49,0.06,0.37,-0.79,-11.32,-0.63,-5.31,-4.97,-9.64,0.49,0.06,0.37,-0.79,-0.79,-0.79,-10.54,0.15,-4.53,-4.19,-8.85,1.27,0.85,1.16,0,
Logan O'Hoppe,28,NYY,0,307,3.39,1b,,R,31,39,0.367,126,4.19,38,0.387,130,-999,1.26,3.29,3.39,-0.8,0.77,-4.0,-1.12,1.79,-0.43,3.16,4.09,4.19,0.0,1.57,-3.2,-0.32,2.59,0.37,3.96,3.16,3.96,0.13,0.23,-3.96,-2.39,-7.15,-4.28,-1.37,-3.59,0,
Jhonkensy Noel,26,LAA,0,141,1.15,1b,,R,38,34,0.311,108,1.15,34,0.311,108,-999,1.08,-9.82,1.15,-2.44,-0.8,-5.83,-3.04,-0.46,-2.33,0.72,-9.82,1.15,-2.44,-0.8,-5.83,-3.04,-0.46,-2.33,0.72,0.72,0.72,-10.54,0.43,-3.16,-1.52,-6.55,-3.76,-1.18,-3.05,0,
Yainer Diaz,29,HOU,0,290,0.38,1b,,R,21,17,0.33,105,0.38,17,0.33,105,-999,1.05,-0.18,0.38,-3.5,-3.22,-7.31,-3.82,-1.1,-3.19,0.27,-0.18,0.38,-3.5,-3.22,-7.31,-3.82,-1.1,-3.19,0.27,0.27,0.27,-0.45,0.11,-3.77,-3.49,-7.58,-4.09,-1.37,-3.46,0,
Ronny Mauricio,27,CWS,0,235,0.64,lf,LF,S,24,17,0.309,99,3.19,35,0.341,118,118,0.99,-11.0,0.16,-0.27,0.29,-3.28,0.64,-0.51,-0.51,-0.46,-8.45,2.71,2.28,2.84,-0.73,3.19,2.04,2.04,2.09,-0.46,2.09,-10.54,0.62,0.2,0.75,-2.82,1.1,-0.04,-0.05,0,
